id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
1,2008,M Chinnaswamy Stadium,2008-04-18,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,140.0,0.0,BB McCullum,M Chinnaswamy Stadium,RE Koertzen,J Srinath,
3,2008,Feroz Shah Kotla,2008-04-19,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Delhi Daredevils,0.0,9.0,MF Maharoof,Feroz Shah Kotla,GA Pratapkumar,GR Viswanath,
2,2008,"Punjab Cricket Association Stadium, Mohali",2008-04-19,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33.0,0.0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",SL Shastri,S Venkataraghavan,
5,2008,Eden Gardens,2008-04-20,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,normal,0,Kolkata Knight Riders,0.0,5.0,DJ Hussey,Eden Gardens,K Hariharan,FM Engineer,
4,2008,Wankhede Stadium,2008-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0.0,5.0,MV Boucher,Wankhede Stadium,DJ Harper,J Srinath,
6,2008,Sawai Mansingh Stadium,2008-04-21,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0.0,6.0,SR Watson,Sawai Mansingh Stadium,RB Tiffin,S Venkataraghavan,
7,2008,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0.0,9.0,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",AM Saheba,Talat Ali,
8,2008,"MA Chidambaram Stadium, Chepauk",2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6.0,0.0,ML Hayden,"MA Chidambaram Stadium, Chepauk",GA Pratapkumar,FM Engineer,
9,2008,"Rajiv Gandhi International Stadium, Uppal",2008-04-24,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,3.0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",MR Benson,S Venkataraghavan,
10,2008,"Punjab Cricket Association Stadium, Mohali",2008-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,66.0,0.0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",AM Saheba,FM Engineer,
12,2008,"MA Chidambaram Stadium, Chepauk",2008-04-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0.0,9.0,JDP Oram,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,Talat Ali,
11,2008,M Chinnaswamy Stadium,2008-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,7.0,SR Watson,M Chinnaswamy Stadium,IL Howell,J Srinath,
14,2008,"Punjab Cricket Association Stadium, Mohali",2008-04-27,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0.0,4.0,SM Katich,"Punjab Cricket Association Stadium, Mohali",I Shivram,FM Engineer,
13,2008,Dr DY Patil Sports Academy,2008-04-27,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,10.0,AC Gilchrist,Dr DY Patil Sports Academy,SL Shastri,S Venkataraghavan,
15,2008,M Chinnaswamy Stadium,2008-04-28,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13.0,0.0,MS Dhoni,M Chinnaswamy Stadium,RB Tiffin,J Srinath,
16,2008,Eden Gardens,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0.0,7.0,ST Jayasuriya,Eden Gardens,AV Jayaprakash,S Venkataraghavan,
17,2008,Feroz Shah Kotla,2008-04-30,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,10.0,0.0,GD McGrath,Feroz Shah Kotla,I Shivram,CH Lloyd,
18,2008,"Rajiv Gandhi International Stadium, Uppal",2008-05-01,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,7.0,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",RB Tiffin,Talat Ali,
19,2008,Sawai Mansingh Stadium,2008-05-01,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45.0,0.0,SA Asnodkar,Sawai Mansingh Stadium,GA Pratapkumar,FM Engineer,
20,2008,"MA Chidambaram Stadium, Chepauk",2008-05-02,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0.0,8.0,V Sehwag,"MA Chidambaram Stadium, Chepauk",K Hariharan,S Venkataraghavan,
22,2008,"Punjab Cricket Association Stadium, Mohali",2008-05-03,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kings XI Punjab,9.0,0.0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",I Shivram,CH Lloyd,
52,2008,M Chinnaswamy Stadium,2008-05-03,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,0,Royal Challengers Bangalore,3.0,0.0,P Kumar,M Chinnaswamy Stadium,SL Shastri,Talat Ali,
23,2008,Dr DY Patil Sports Academy,2008-05-04,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,29.0,0.0,SM Pollock,Dr DY Patil Sports Academy,RE Koertzen,J Srinath,
24,2008,Sawai Mansingh Stadium,2008-05-04,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0.0,8.0,Sohail Tanvir,Sawai Mansingh Stadium,AV Jayaprakash,FM Engineer,
25,2008,M Chinnaswamy Stadium,2008-05-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,S Sreesanth,M Chinnaswamy Stadium,BR Doctrove,CH Lloyd,
26,2008,"MA Chidambaram Stadium, Chepauk",2008-05-06,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,7.0,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",RB Tiffin,J Srinath,
27,2008,Dr DY Patil Sports Academy,2008-05-07,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,7.0,A Nehra,Dr DY Patil Sports Academy,RE Koertzen,Talat Ali,
28,2008,Feroz Shah Kotla,2008-05-08,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,4.0,MS Dhoni,Feroz Shah Kotla,RB Tiffin,CH Lloyd,
29,2008,Eden Gardens,2008-05-08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5.0,0.0,SC Ganguly,Eden Gardens,IL Howell,FM Engineer,
30,2008,Sawai Mansingh Stadium,2008-05-09,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,8.0,YK Pathan,Sawai Mansingh Stadium,AM Saheba,S Venkataraghavan,
32,2008,"MA Chidambaram Stadium, Chepauk",2008-05-10,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Chennai Super Kings,18.0,0.0,L Balaji,"MA Chidambaram Stadium, Chepauk",BG Jerling,J Srinath,
33,2008,"Rajiv Gandhi International Stadium, Uppal",2008-05-11,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23.0,0.0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",AM Saheba,Talat Ali,
34,2008,Sawai Mansingh Stadium,2008-05-11,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,3.0,SR Watson,Sawai Mansingh Stadium,RE Koertzen,FM Engineer,
35,2008,"Punjab Cricket Association Stadium, Mohali",2008-05-12,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0.0,9.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",I Shivram,CH Lloyd,
36,2008,Eden Gardens,2008-05-13,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23.0,0.0,Shoaib Akhtar,Eden Gardens,IL Howell,Talat Ali,
37,2008,Wankhede Stadium,2008-05-14,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,9.0,ST Jayasuriya,Wankhede Stadium,AM Saheba,J Srinath,
39,2008,Feroz Shah Kotla,2008-05-15,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Delhi Daredevils,12.0,0.0,A Mishra,Feroz Shah Kotla,GA Pratapkumar,CH Lloyd,
40,2008,Wankhede Stadium,2008-05-16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,8.0,SM Pollock,Wankhede Stadium,DJ Harper,FM Engineer,
41,2008,Feroz Shah Kotla,2008-05-17,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,6.0,0.0,DPMD Jayawardene,Feroz Shah Kotla,RE Koertzen,CH Lloyd,
42,2008,Sawai Mansingh Stadium,2008-05-17,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,65.0,0.0,GC Smith,Sawai Mansingh Stadium,SL Shastri,Talat Ali,
43,2008,"Rajiv Gandhi International Stadium, Uppal",2008-05-18,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,normal,0,Mumbai Indians,25.0,0.0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",DJ Harper,S Venkataraghavan,
44,2008,Eden Gardens,2008-05-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,3.0,0.0,M Ntini,Eden Gardens,K Hariharan,FM Engineer,
45,2008,M Chinnaswamy Stadium,2008-05-19,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,5.0,SP Goswami,M Chinnaswamy Stadium,GA Pratapkumar,Talat Ali,
46,2008,Eden Gardens,2008-05-20,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,6.0,YK Pathan,Eden Gardens,RE Koertzen,FM Engineer,
48,2008,"MA Chidambaram Stadium, Chepauk",2008-05-21,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,14.0,0.0,A Kumble,"MA Chidambaram Stadium, Chepauk",I Shivram,J Srinath,
47,2008,Wankhede Stadium,2008-05-21,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,normal,0,Kings XI Punjab,1.0,0.0,SE Marsh,Wankhede Stadium,GA Pratapkumar,Talat Ali,
49,2008,"Punjab Cricket Association Stadium, Mohali",2008-05-23,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,Talat Ali,
51,2008,"MA Chidambaram Stadium, Chepauk",2008-05-24,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,10.0,0.0,JA Morkel,"MA Chidambaram Stadium, Chepauk",SL Shastri,J Srinath,
50,2008,Feroz Shah Kotla,2008-05-24,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,5.0,KD Karthik,Feroz Shah Kotla,K Hariharan,CH Lloyd,
21,2008,"Rajiv Gandhi International Stadium, Uppal",2008-05-25,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0.0,5.0,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,Talat Ali,
53,2008,Eden Gardens,2008-05-25,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0.0,3.0,Umar Gul,Eden Gardens,I Shivram,S Venkataraghavan,
54,2008,Sawai Mansingh Stadium,2008-05-26,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,5.0,Sohail Tanvir,Sawai Mansingh Stadium,K Hariharan,CH Lloyd,
55,2008,"Rajiv Gandhi International Stadium, Uppal",2008-05-27,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,0,Chennai Super Kings,0.0,7.0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",AM Saheba,Talat Ali,
38,2008,"Punjab Cricket Association Stadium, Mohali",2008-05-28,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,41.0,0.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",K Hariharan,S Venkataraghavan,
31,2008,M Chinnaswamy Stadium,2008-05-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,9.0,CRD Fernando,M Chinnaswamy Stadium,AV Jayaprakash,CH Lloyd,
56,2008,Wankhede Stadium,2008-05-30,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,field,normal,0,Rajasthan Royals,105.0,0.0,SR Watson,Wankhede Stadium,RE Koertzen,J Srinath,
57,2008,Wankhede Stadium,2008-05-31,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0.0,9.0,M Ntini,Wankhede Stadium,DJ Harper,S Venkataraghavan,
58,2008,Dr DY Patil Sports Academy,2008-06-01,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,3.0,YK Pathan,Dr DY Patil Sports Academy,RE Koertzen,J Srinath,
59,2009,Newlands,2009-04-18,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Mumbai Indians,19.0,0.0,SR Tendulkar,Newlands,K Hariharan,GR Viswanath,
60,2009,Newlands,2009-04-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,75.0,0.0,R Dravid,Newlands,RB Tiffin,GR Viswanath,
62,2009,Newlands,2009-04-19,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Deccan Chargers,0.0,8.0,RP Singh,Newlands,BR Doctrove,Yashpal Sharma,
61,2009,Newlands,2009-04-19,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,10.0,DL Vettori,Newlands,SD Ranade,Yashpal Sharma,
63,2009,St George's Park,2009-04-20,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,92.0,0.0,M Muralitharan,St George's Park,SJA Taufel,GR Viswanath,
64,2009,Kingsmead,2009-04-21,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,11.0,0.0,CH Gayle,Kingsmead,SD Ranade,D Govindjee,
65,2009,Newlands,2009-04-22,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,normal,0,Deccan Chargers,24.0,0.0,AC Gilchrist,Newlands,AM Saheba,Yashpal Sharma,
66,2009,Kingsmead,2009-04-23,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Delhi Daredevils,9.0,0.0,AB de Villiers,Kingsmead,SJA Taufel,D Govindjee,
67,2009,Newlands,2009-04-23,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Draw/No Result,0.0,0.0,YK Pathan,Newlands,M Erasmus,GR Viswanath,
68,2009,Kingsmead,2009-04-24,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0.0,7.0,RS Bopara,Kingsmead,TH Wijewardene,D Govindjee,
69,2009,Kingsmead,2009-04-25,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,12.0,0.0,PP Ojha,Kingsmead,SJA Taufel,D Govindjee,
71,2009,Newlands,2009-04-26,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Kings XI Punjab,27.0,0.0,KC Sangakkara,Newlands,K Hariharan,GR Viswanath,
70,2009,St George's Park,2009-04-26,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Delhi Daredevils,0.0,6.0,TM Dilshan,St George's Park,BG Jerling,Yashpal Sharma,
72,2009,Kingsmead,2009-04-27,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,6.0,HH Gibbs,Kingsmead,TH Wijewardene,D Govindjee,
73,2009,St George's Park,2009-04-27,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,92.0,0.0,SR Tendulkar,St George's Park,RB Tiffin,Yashpal Sharma,
74,2009,SuperSport Park,2009-04-28,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0.0,5.0,YK Pathan,SuperSport Park,RE Koertzen,J Srinath,
76,2009,Kingsmead,2009-04-29,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Kings XI Punjab,3.0,0.0,KC Sangakkara,Kingsmead,SL Shastri,D Govindjee,
75,2009,Kingsmead,2009-04-29,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0.0,5.0,MV Boucher,Kingsmead,TH Wijewardene,D Govindjee,
78,2009,SuperSport Park,2009-04-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,38.0,0.0,SK Raina,SuperSport Park,RE Koertzen,GR Viswanath,
77,2009,SuperSport Park,2009-04-30,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,6.0,DP Nannes,SuperSport Park,AM Saheba,GR Viswanath,
79,2009,Buffalo Park,2009-05-01,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,9.0,0.0,JP Duminy,Buffalo Park,SK Tarapore,Yashpal Sharma,
80,2009,Kingsmead,2009-05-01,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,8.0,0.0,Yuvraj Singh,Kingsmead,S Ravi,D Govindjee,
82,2009,New Wanderers Stadium,2009-05-02,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,18.0,0.0,SB Jakati,New Wanderers Stadium,RE Koertzen,GR Viswanath,
81,2009,St George's Park,2009-05-02,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0.0,3.0,YK Pathan,St George's Park,BG Jerling,S Venkataraghavan,
83,2009,St George's Park,2009-05-03,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kings XI Punjab,0.0,6.0,DPMD Jayawardene,St George's Park,MR Benson,S Venkataraghavan,
84,2009,New Wanderers Stadium,2009-05-03,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0.0,9.0,JH Kallis,New Wanderers Stadium,TH Wijewardene,GR Viswanath,
85,2009,Buffalo Park,2009-05-04,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,78.0,0.0,MS Dhoni,Buffalo Park,M Erasmus,Yashpal Sharma,
87,2009,Kingsmead,2009-05-05,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0.0,9.0,G Gambhir,Kingsmead,IL Howell,J Srinath,
86,2009,Kingsmead,2009-05-05,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,normal,0,Rajasthan Royals,78.0,0.0,GC Smith,Kingsmead,IL Howell,J Srinath,
88,2009,SuperSport Park,2009-05-06,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,19.0,0.0,RG Sharma,SuperSport Park,HDPK Dharmasena,GR Viswanath,
90,2009,SuperSport Park,2009-05-07,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,12.0,0.0,ML Hayden,SuperSport Park,TH Wijewardene,S Venkataraghavan,
89,2009,SuperSport Park,2009-05-07,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,7.0,A Singh,SuperSport Park,DJ Harper,S Venkataraghavan,
91,2009,Buffalo Park,2009-05-08,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,normal,0,Delhi Daredevils,0.0,7.0,A Nehra,Buffalo Park,SK Tarapore,Yashpal Sharma,
93,2009,De Beers Diamond Oval,2009-05-09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0.0,7.0,S Badrinath,De Beers Diamond Oval,HDPK Dharmasena,J Srinath,
92,2009,De Beers Diamond Oval,2009-05-09,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,3.0,DPMD Jayawardene,De Beers Diamond Oval,AM Saheba,J Srinath,
95,2009,New Wanderers Stadium,2009-05-10,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,7.0,A Mishra,New Wanderers Stadium,RB Tiffin,S Venkataraghavan,
94,2009,St George's Park,2009-05-10,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,16.0,0.0,JP Duminy,St George's Park,BG Jerling,Yashpal Sharma,
96,2009,De Beers Diamond Oval,2009-05-11,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Deccan Chargers,53.0,0.0,DR Smith,De Beers Diamond Oval,HDPK Dharmasena,J Srinath,
98,2009,SuperSport Park,2009-05-12,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0.0,8.0,Harbhajan Singh,SuperSport Park,RE Koertzen,Yashpal Sharma,
97,2009,SuperSport Park,2009-05-12,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,6.0,LRPL Taylor,SuperSport Park,SS Hazare,Yashpal Sharma,
99,2009,Kingsmead,2009-05-13,Deccan Chargers,Delhi Daredevils,Deccan Chargers,field,normal,0,Delhi Daredevils,12.0,0.0,R Bhatia,Kingsmead,SL Shastri,D Govindjee,
101,2009,Kingsmead,2009-05-14,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2.0,0.0,SK Warne,Kingsmead,DJ Harper,D Govindjee,
100,2009,Kingsmead,2009-05-14,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0.0,2.0,LRPL Taylor,Kingsmead,DJ Harper,D Govindjee,
102,2009,OUTsurance Oval,2009-05-15,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,B Lee,OUTsurance Oval,IL Howell,J Srinath,
103,2009,St George's Park,2009-05-16,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Chennai Super Kings,0.0,7.0,ML Hayden,St George's Park,SJA Taufel,Yashpal Sharma,
104,2009,New Wanderers Stadium,2009-05-16,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,6.0,RG Sharma,New Wanderers Stadium,S Ravi,S Venkataraghavan,
105,2009,New Wanderers Stadium,2009-05-17,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,normal,0,Kings XI Punjab,1.0,0.0,Yuvraj Singh,New Wanderers Stadium,RB Tiffin,S Venkataraghavan,
106,2009,OUTsurance Oval,2009-05-17,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,14.0,0.0,AB de Villiers,OUTsurance Oval,IL Howell,J Srinath,
107,2009,SuperSport Park,2009-05-18,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0.0,7.0,BJ Hodge,SuperSport Park,RB Tiffin,S Venkataraghavan,
108,2009,New Wanderers Stadium,2009-05-19,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Royal Challengers Bangalore,0.0,7.0,JH Kallis,New Wanderers Stadium,RB Tiffin,J Srinath,
110,2009,Kingsmead,2009-05-20,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24.0,0.0,M Muralitharan,Kingsmead,SJA Taufel,D Govindjee,
109,2009,Kingsmead,2009-05-20,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,4.0,LR Shukla,Kingsmead,SJA Taufel,D Govindjee,
111,2009,SuperSport Park,2009-05-21,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,4.0,V Sehwag,SuperSport Park,S Ravi,S Venkataraghavan,
112,2009,SuperSport Park,2009-05-21,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,12.0,0.0,MK Pandey,SuperSport Park,S Ravi,S Venkataraghavan,
113,2009,SuperSport Park,2009-05-22,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,6.0,AC Gilchrist,SuperSport Park,DJ Harper,S Venkataraghavan,
114,2009,New Wanderers Stadium,2009-05-23,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,6.0,MK Pandey,New Wanderers Stadium,SJA Taufel,J Srinath,
115,2009,New Wanderers Stadium,2009-05-24,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,6.0,0.0,A Kumble,New Wanderers Stadium,SJA Taufel,J Srinath,
116,2010,Dr DY Patil Sports Academy,2010-03-12,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,normal,0,Kolkata Knight Riders,11.0,0.0,AD Mathews,Dr DY Patil Sports Academy,RB Tiffin,AJ Pycroft,
118,2010,"Punjab Cricket Association Stadium, Mohali",2010-03-13,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,5.0,G Gambhir,"Punjab Cricket Association Stadium, Mohali",S Ravi,S Venkataraghavan,
117,2010,Brabourne Stadium,2010-03-13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,4.0,0.0,YK Pathan,Brabourne Stadium,RB Tiffin,AJ Pycroft,
120,2010,"MA Chidambaram Stadium, Chepauk",2010-03-14,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,normal,0,Deccan Chargers,31.0,0.0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",DJ Harper,D Govindjee,
